岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
Ai智能体开发工程师,北京学优乐科技有限公司,1.2-2.2万,北京·大兴·高米店,3-5年,本科,深度学习,多模态算法,大模型算法,,职位描述 工作内容：1、结合业务需求，进行Al大模型的微调训练任务。2、负责企业AI应用平台的Java后端开发与Python AI服务开发， 参与前后端协同联调，共同制定接口协议并推动快速迭代。3、主导Coze/Dify等智能体工作流设计与实现，负责RAG知识库搭 建(向量检索与Embedding优化)、多模态文档解析、LLM私有化部署(VLLM/Ollama)及业务系统集成对接。4、负责YOLO视觉模型的训练、部署与业务场景应用落地，以及Docker容器化编写、K8s/docker-compose编排与Linux私有化环境 部署交付。5、采用Vibe Coding研发模式，熟练使用Cursor/Codex/Trae等Agent工具提效，承接从需求分析、技术方案设计、编码开发到上线 运维的全流程闭环工作。6、持续沉淀AI应用落地经验，编写技术文档与部署运维手册，维护 可复用工具库，推动团队AI能力建设与最佳实践沉淀。 任职要求： 1、具备Java 后端、Python 开发、前后端协同、Linux/Docker 私有化部署等。2、具备完整企业级 AI 应用落地经验，具备 Coze/Dify 工作流开发、RAG 知识库建设、多模态文档解析、LLM 私有化部署及业务系统集成、yolo训练与应用等实战经验。3、具备从需求分析到上线交付的全流程闭环能力。熟练使用Vibe Coding研发模式，熟练驾驭Cursor/Codex/Trae等 Agent工具及Claude/ChatGPT/Qwen/GLM等模型基座。4、熟悉了解全栈系统的开发与交付。5、具备实现可落地、可交付、可维护的AI系统经验。
AI大环境，房产销售不可被代替的一份稳定销售工作，年薪30W起+低门槛,北京我爱我家房地产经纪有限公司,1.5-3万,北京·昌平,经验不限,大专,住宅房产,商业房产,办公房产,优选雇主,职位描述 欢迎点击“立即沟通”与我在线聊天或直接电话沟通|也可投递简历|优先录用)--声明:本岗位是本公司直招，未委托其他公司招聘，且无任何收费项目，请放心应聘。这是一份可以成为终身职业的工作，加入我们一起通过奋斗改变命运!在这里我们可以给你:1、真实高薪数据--3个月内的新人:平均月薪7000左右，--入职6-12个月：平均月薪15000左右--入职12个月以上:平均月薪25000以上--2025年3月，超过40人月薪10万，超过130人月薪5万--(全员底薪保障，30%-75%统提比例，多劳多得;完善的五险一金保障)2、完善培训:--不用担心没经验，两周可初步上手，3个月持续免费培训（新人训-提高训-师傅带教）--不用担心没经验，两周可初步上手，3个月持续免费培训3、公平晋升:-每月有竞聘安排，自主报名参加，拒绝“关系户” --房产经纪人(平均年薪20万以上)--店经理(1.5年可晋升，稳定年薪30万以上)--区经理(3年可晋升，稳定年薪50万以上)--区总监(5年可晋升，稳定年薪80万以上)4、企业文化:--积累20余年的团结、有爱、平等互助的企业文化，不单是同事，更是家人!--我们不单有员工旅游安排，还有公费邀请你的家人父母来北京参观游玩!--团队聚餐、唱K等活动月月都有!工作内容:1、在各大房产网站上发布房源信息，展示给租客或买家看;2、接听客户来电，邀请客户来门店看房，做面对面沟通，了解客户需求;3、匹配合适房屋，带客户实地看房;4、谈单，带给签约专员签合同，坐等拿提成:我们的要求:1、不限学历 25-40周岁;(专科及以上学历可做储备管理岗位）2、热爱销售，喜欢与人沟通，敢于挑战，渴望提高自己个人能力;3、您必须是诚心找工作，执行力强，认真负责，能力次要，态度优先!4、具备良好的个人品格，善良、正直，能与同事友好相处，能热情真诚对待客户。为什么我们接受无经验小白我爱我家学院(简称“家学院”)拥有独立的培训教学楼，从新人进公司，培训便一直伴随您成长。T计划:经纪人新人-高级经纪人系列培训;M计划:管理层进阶-高级管理层系列培训教会徒弟，师傅才可得到晋升，真正意义上的一对一带教，只要你愿意学习就能把你培养成一名合格、优秀的我爱我家房产经纪人!
AI 应用工程师（工程管理方向）,北京太平机电设备安装有限责任公司,8000-12000元,北京·朝阳,经验不限,大专,知识图谱,AIGC,数字虚拟人,,职位描述 一、岗位职责负责公司工程管理类 AI 应用的落地、维护与优化，保障系统稳定运行。对接工地项目、劳资、财务、合同、保险及 395 系统等业务场景，梳理数据需求。熟练运用主流 AI 工具完成数据清洗、分析、提取、汇总，形成标准化报表与看板。搭建与维护工程管理数据台账，实现工资、合同、保险、人员信息等数据自动化对接。排查 AI 应用使用问题、数据异常，及时处理流程卡点，提升项目管理数字化效率。协助完成内部 AI 工具培训、操作文档编写，推动工地管理智能化落地。二、任职要求大专及以上学历，计算机、信息管理、工程管理相关专业优先。熟悉市面上主流 AI 大模型及 AI 数据工具，能够独立完成数据处理与应用落地。具备数据整理、报表制作、看板搭建能力，熟悉 Excel / 飞书多维表格等工具。了解工程管理、工地劳务、合同、保险、人员考勤等相关业务流程优先。逻辑清晰，执行力强，有责任心，能快速理解业务并闭环问题。具备良好沟通能力，可对接项目现场与后台管理，推进数字化应用落地。三、技能要求（核心）熟悉主流 AI 大模型：豆包、文心一言、通义千问、GPT 系列等。熟悉 AI 数据处理、文本解析、信息提取、报表自动生成等常用能力。了解基础数据逻辑，能进行多源数据整合、核对、异常排查。有工程管理系统、劳务系统、数据看板相关经验者优先。
AI应用开发工程师（Python / LLM方向）,北京明智管理咨询有限责任公司,7000-12000元,北京·朝阳,经验不限,本科,民营,20-99人,咨询服务,A轮,职位描述 岗位职责：1、负责 Python 脚本开发、数据处理及业务文件整理；2、使用 Pandas 等工具完成结构化数据清洗、分析与转换； 3、参与大语言模型相关应用开发，包括模型 API 调用、Prompt 调试与结果处理； 4、协助搭建基于 LangChain / LangGraph 的简单 Agent 或工作流系统； 5、配合完成 RAG、工具调用、多步骤任务流程等模块开发； 6、使用 Coding Agent 提升开发效率，参与代码调试、重构与维护； 7、编写基础技术文档、测试记录和使用说明。 任职要求： 1、本科及以上学历，计算机、AI、数据相关专业优先； 2、熟悉 Python，具备良好的编程基础； 3、熟悉 Pandas、NumPy 等常用数据处理工具； 4、了解机器学习、深度学习或大语言模型的基础概念； 5、了解 LangChain、LangGraph 或类似框架，有相关实践经验优先； 6、熟悉 Git、VS Code 及至少一种 AI 辅助编程工具； 7、学习能力强，执行力好，具备良好的沟通与协作意识。 加分项： 有 RAG、Agent、LLM Workflow 项目经验； 有 FastAPI / Flask 开发经验； 熟悉 PyTorch / TensorFlow； 能阅读英文技术文档。
ai开发工程师,北京仁屿科技有限公司,2.5-5万·13薪,北京·朝阳·奥运村,3-5年,本科,深度学习,民营,100-299人,,职位描述 职位要求1、计算机及相关专业本科或本科以上学历，良好的沟通和团队协作能力2、 具备优秀的编码能力，扎实的数据结构和算法功底，熟练掌握Go/Java/Python等一种或多种编程语言3、 熟悉至少一种主流深度学习编程框架（PyTorch/TensorFlow/Caffe/MXNet），了解其底层架构和实现机制，熟悉大模型方向的前沿研究和应用4、 有强烈的工作责任心，较好的学习能力、沟通能力和自驱力，能够快速的响应和行动加分项：熟悉Kubernetes，具备分布式系统的研发经验有大模型Agent应用研发经验
AI应用开发工程师,北京北排智慧水务有限公司,1.8-2.5万,北京·大兴,1-3年,本科,深度学习,PyTorch,C++,,职位描述 岗位职责： ①负责前沿计算机视觉模型及多模态大模型的调研、训练与微调； ②负责大规模视觉/多模态数据的清洗与构建，基于视觉/多模态大模型，主导设计并开发AI Agent系统。 技能要求： ①计算机科学、人工智能等相关专业统招本科及以上学历； ②编程功底扎实，精通 Python，熟悉 C++ / CUDA 者优先；具备良好的数据结构、算法基础； ③熟练掌握 PyTorch等深度学习框架；熟悉 Linux 开发环境及 Git 协作； ④熟悉LangChain、 Dify 等主流Agent开发框架；深刻理解Agent的底层机制； ⑤具备优秀的数据敏感度、逻辑分析能力和主动学习能力； ⑥具有2年以上计算机视觉及大模型算法实际开发经验，有完整的Agent项目落地经验者优先。
AI智能训练主管岗(012171),中信银行信用卡中心,面议,北京·朝阳·建外,3-5年,本科,国企,1000-9999人,银行,最佳雇主,职位描述 岗位职责:一、机器人语料库构建与维护（机器人方向）1.负责语音导航机器人语料库的构建与维护，持续保证机器人的识别率及解决率；2.负责坐席辅助机器人语料库的构建与维护，持续保证机器人的识别率及解决率；3.负责文本机器人语料库的构建与维护，持续保证机器人的识别率及解决率；4.负责用户问题及答案的统计和分析，并为知识优化提出建设性意见。二、调优训练（机器人方向）1.负责语音导航机器人的持续训练调优，不断优化和提高垂直领域识别率及解决率；2.负责坐席辅助机器人的持续训练调优，不断优化和提高垂直领域识别率及解决率；3.负责文本机器人的持续训练调优，不断优化和提高垂直领域识别率及解决率；4.挖掘客户语料，通过算法聚类，标注分析等方式提取行业特征场景、并结合行业知识提供合理的解决方案；5.参与模型搭建和测评体验，并负责核心指标的日常跟踪维护；6.负责行业内数据的积累、调研，持续优化智能机器人相关产品的智能体验，保障客户满意度；7.联合技术、产品等团队共同优化相关产品智能体验。三、实时人机交互协作（静默方向）1.负责智能语音导航人机协作部分的业务交互，保证导航实时交互准确性及客户满意度；2.负责导航语料迭代和优化工作，让导航人机协作端的交互数据不断往机器端迁移，持续提升智能语音导航机器人解决问题的能力；3.协助系统问题优化，完成优化验证，保障静默工作平台高效稳定运行。四、协助项目需求，完成项目测试，保障系统成功上线1.沟通确认需求，编写测试案例，参与并组织测试案例评审，保证案例编写质量；2.评估测试工作量，按需提出人员配备申请，协调测试所需资源（如测试数据、环境、测试用户等），保证测试工作正常开展；3.参与测试工作，记录测试中发现的系统和文档问题并跟踪解决，编写提交业务测试验收报告；4.协助系统问题优化，完成优化验证，保障系统高效稳定运行。五、其他工作1.完成阶段性重点工作；2.负责配合卡中心及部门进行行业要求的落地和支撑，包括但不限于反洗钱、消费者权益保护或银行从业禁止行为宣导等。 任职要求:1、两年以上岗位相关工作经验。三年以上工作经验，两年以上银行工作经验优先；2、具备计算机、金融相关专业， 具备一定的团队管理能力，具备一定的计划、组织、管理协调、执行和领导能力，业务知识熟练，具备较好的业务技能；具备良好的口头和书面表达能力的优先；3、掌握电脑操作基本知识，熟练使用常用办公软件（WORD、EXCEL、PPT等）；4、符合监管机构、中信银行、中信银行信用卡中心涉及招聘录用的相关政策、制度、管理办法、通知等的要求。
AI开发工程师（智能应用方向）(A198697),中都数科供应链管理有限公司,1.3-1.8万·13薪,北京·顺义·赵全营,3-5年,本科,大模型,AIGC,国企,,职位描述 职位描述： 1、AI 智能体落地开发：对接产品经理识别的 AI 可介入业务场景，基于飞书 aily、阿里百炼等智能体平台完成智能体的设计、开发、调试与交付，确保智能体满足业务场景的实际使用需求。 2、AI 场景与业务系统集成：负责智能体 / AI 能力与企业现有业务系统（如 ERP、CRM、内部管理系统等）的集成开发，通过接口、数据交互等方式实现 AI 能力与业务流程的融合，保障集成后的系统稳定、高效运行。 3、数据层支撑与处理：从企业数据库（MySQL/Oracle 等）提取、清洗业务数据，通过 SQL 完成数据查询、加工，为 AI 智能体提供数据支撑。 4、AI 技术落地与优化：结合业务场景选用合适的 AI 模型（大语言模型、视觉模型等）、插件及工具，完成模型微调（SFT/LoRA）、Prompt 设计、RAG 等落地工作，持续优化 AI 能力的效果与效率。 5、代码开发与维护：编写高质量、可维护的代码（以 Java 为主，Python 为辅），完成 AI 功能的工程化实现，保障系统的稳定性与可扩展性。 职位要求： 1、学历与专业：计算机、人工智能、软件工程或相关专业本科及以上学历。 2、熟练掌握 Java 编程语言，具备扎实的 Java 开发基础（如 Spring Boot、MyBatis 等框架），能独立完成业务系统集成开发； 3、熟练掌握 Python，了解主流深度学习框架（PyTorch/TensorFlow）； 4、熟练使用 SQL，具备数据库（MySQL/Oracle 等）查询、优化能力，能独立完成业务数据提取与加工。 5、了解大语言模型相关技术（Prompt 设计、LoRA/SFT 微调、RAG、思维链 CoT 等），有飞书 aily、阿里百炼等智能体平台使用 / 开发经验者优先； 6、熟悉常用 AI 模型（如大语言模型、视觉模型）、插件及工具的使用，能结合业务场景落地 AI 需求； 7、了解基础神经网络原理（CNN/RNN 等）及经典算法（分类、聚类等）者优先。 8、工程能力：具备扎实的工程实现与性能优化能力，有良好的编码规范、工程思维，能将 AI 算法 / 能力高效转化为生产级系统。 9、软能力：具备优秀的学习能力、跨团队协作能力，能快速对接产品经理与业务方需求，对企业 AI 场景落地有热情，持续跟踪 AI 技术前沿。
AI动画设计师,华影文旅集团有限公司,1.2-1.6万,北京·大兴·荣华街道,3-5年,大专,动画设计,股份制企业,100-299人,,职位描述 一、岗位职责1、运用 AI 工具完成动画视频、影视特效、宣传片及短剧的制作；2、有AI动画、短剧、文旅宣传等方面的AI代表作品（参考导演刘峰视频号《心安东坡》类型及效果）3、具备中式美学审美眼光，对中式美学和动画有独特见解；4、配合项目需求，参与创意构思，确保作品视觉效果符合要求；5、优化制作流程，提升 AI 动画产出效率与质量。二、任职要求1、熟悉主流 AI 动画 / 特效工具，具备相关制作经验；2、掌握动画制作基础，了解镜头语言、色彩搭配等影视相关知识；3、具备良好的创意能力、沟通能力及团队协作精神，能按时完成任务。
AI Agent智能体算法工程师,北京阿提拉科技有限公司,1.2-2万,北京·西城·展览路,经验不限,,大模型算法,PyTorch,TensorFlow,,职位描述 工作职责1. 负责AI Agent智能体的核心算法设计与研发，包括任务规划、记忆机制、工具调用等模块。2. 构建多智能体协作系统，优化智能体间的交互逻辑与资源调度策略。3. 结合大语言模型能力，提升智能体的自然语言理解与自主决策水平。4. 参与AI Agent在实际业务场景中的落地与迭代，解决复杂任务中的技术难题。任职要求1. 计算机、人工智能等相关专业硕士及以上学历，具备扎实的算法基础。2. 熟悉强化学习、多智能体系统、大模型工具调用等相关技术栈。3. 具备AI Agent或智能体相关项目经验，有实际落地案例者优先。4. 熟练掌握Python，熟悉PyTorch/TensorFlow等深度学习框架。5. 具备良好的问题分析能力与团队协作精神，能独立承担算法模块开发任务。
AI大模型应用工程师（RAG与智能体语义检索方向）,北京悦众力科技有限责任公司,9000-15000元,北京·房山·窦店,3-5年,硕士,LANGCHAIN,FASTAPI,FUNCTION CALLING,,职位描述 核心职责：1、 RAG系统开发：基于LangChain、LlamaIndex等框架搭建检索增强生成（RAG）系统，优化文档分块、向量检索、结果重排等全流程效果；持续迭代知识库更新机制，解决数据时效性与检索准确性问题；2、 Prompt工程优化 ：设计并优化多轮对话场景下的Prompt模板，通过Few-shot Learning、Chain-of-Thought等技术提升模型输出质量；建立Prompt版本管理与A/B测试机制，量化不同策略对业务指标的影响；3、 工具调用开发：实现大模型的Function/Tool Calling能力，设计API调用规范与异常处理机制； 开发工具插件系统，支持天气查询、数据库操作等外部服务的安全接入；4、 AI Agent架构设计：构建具备规划、记忆、反思能力的AI Agent系统，实现复杂任务拆解与自动化执行；优化Agent的决策逻辑，平衡计算成本与任务完成率指标；5、 工程化落地：使用Python搭建高可用服务接口，对接前后端系统并完成性能调优；编写技术文档，输出实践案例并推动团队技术能力提升。 岗位要求：1、 硕士及以上学历，计算机、人工智能、数学等相关专业；2、 3-5年工作经验，搜索引擎或互联网背景，有良好的团队协作与沟通能力，积极主动，善于学习；3、 技术基础•熟练掌握 Python，了解 FastAPI/Flask 基本用法；•熟悉 RAG 技术原理，完成过 LangChain/LlamaIndex 的简单项目（如课程作业）；•掌握基础 Prompt 优化技巧（如模板设计、参数调整）；•了解大模型 Function Calling 机制，能阅读并理解相关代码示例；•掌握 Pandas/SQL 数据处理基础，能完成简单的数据分析任务。
产品运营（AI产品方向）,江苏基久网络科技有限公司北京分公司,1.3-1.7万,北京·丰台·太平桥,3-5年,本科,平台类产品,B端用户,AI产品运营,,职位描述 岗位职责：1. 负责AI产品的日常运营工作，收集、梳理并分析省侧反馈与业务需求，为产品迭代与运营策略制定提供依据。2. 参与产品运营规划与策略制定，协同完成运营活动策划、执行与复盘，驱动产品目标达成。3. 监控并分析产品核心数据，洞察使用行为与业务趋势，定期输出运营分析报告，为产品优化与运营决策提供数据支持。4. 协调研发、设计等团队，推动产品功能优化与运营需求落地，确保运营活动与产品迭代高效衔接、顺利上线。5. 负责建立并完善产品运营规范、流程及效果评估体系，持续提升运营效率与用户体验。6. 跟踪产品上线后运行状态，通过日常巡检与用户反馈，主动发现并推动解决系统与体验问题，保障产品稳定与用户满意度。 岗位要求： 1. 教育背景： 本科及以上学历，计算机科学、信息技术、市场营销、统计学等相关专业优先。 2. 工作经验： 具备2年及以上产品运营经验，有AI类产品或通信服务行业背景者优先。 3. 行业知识： 熟悉产品运营方法论及生命周期管理，对数据敏感，具备良好的市场洞察和逻辑分析能力；有线上线下结合运营或门店运营经验者优先。 4. 运营与数据分析能力： 具备出色的数据分析和逻辑推理能力，能将数据分析结果有效转化为产品运营策略和优化建议。 5. 沟通协作： 拥有优秀的跨部门沟通协调能力与团队协作精神，能有效整合资源，推动运营项目落地。 6. 综合素养： 学习能力强，能适应快节奏工作环境，具备良好的抗压能力和解决问题的主动性。 7. 文档与呈现能力： 熟练使用word、Excel及PPT等工具，能清晰、专业地撰写运营方案、分析报告并进行总结陈述。
AI内容训练专员（GEO优化）,北京新源健康管理咨询有限公司,7000-10000元,北京·大兴·荣华街道,经验不限,大专,民营,20-99人,检测/认证/计量,,"职位描述 岗位职责1.根据已生成的内容对主流AI平台(如豆包、文心一言、千问、Deepseek、元宝、kimi等)进行相似度测试，分析内容与用户查询词的匹配度，针对性优化核心段落语义表述，提升内容被AI识别为“权威知识组件”的概率。2.多模态内容协同处理:与策划、内容生成团队协同，确保多模态内容符合AI检索规则，提升其在GEO场景中的采信率与展示效果。3.AI训练数据管理:收集、整理AI平台识别过程中的有效数据,建立训练数据集,记录语义优化案例、提示词效果反馈、多模态内容适配情况,为内容策略优化提供数据支撑。4.结合行业动态，明确内容语义优化方向，同步GEO规则与AI识别需求，确保优化后的内容既符合专业规范，又适配AI引擎特性。岗位要求1.本科及以上学历，计算机科学、人工智能数据科学、语言学等相关专业优先。2.熟悉主流Al引擎模型(如豆包、文心一言、千问、Deepseek、元宝、kimi等)推荐机制或提示词设计使用经验者优先;具备基础的数据整理与分析能力，能解读语义相似度数据并输出优化方案。3.具备一定的文字敏感度,能理解再生医学领域内容的核心语义与专业要点，可精准匹配用户查询意图与内容核心信息。4.对AI技术与GEO规则有强烈的学习意愿，能快速适配不同AI引擎的特性,持续优化语义适配与提示词策略;具备问题解决能力，能针对性解决A内容识别、多模态适配中的各类问题。5.具备良好的跨团队沟通与协同意识，能高效配合内容、推广团队推进工作，确保目标一致、执行落地。"
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,2-4万·14薪,北京·海淀·上地,经验不限,本科,五险一金,全程线上面试,Python,,职位描述 1、本科及以上学历毕业生（25届毕业生），学信网可查，毕业证与学位证齐全。；2、熟悉Java，C/C++，Python等任意一种后端开发技术；3、编写概要设计能力要强；4、沟通表达能力较好，逻辑思维清晰；5、资深导师专业带教，五险一金，法定节假日福利，内部知识论坛；6、薪资架构：薪资薪资+绩效工资+年终奖，周末加班双倍。岗位要求1、计算机、软件、通信等相关专业，统招本科及以上学历；2、基础扎实，熟悉掌握但不限于Python/JAVA/C++/C/JS/HTML/GO等任一编程语言，有良好的编程习惯；3、对数据结构、算法有一定了解，有算法编程基础；4、具备解决问题的能力、善于沟通，乐于合作；
采购供应链AI管培生(J11968),高能环境,8000-12000元,北京·海淀,经验不限,本科,物流,供应链,上市公司,已上市,职位描述 岗位职责: 1. 参与采购相关岗位轮岗学习，了解询价、比价、招标、合同管理、供应商管理等核心流程，掌握采购业务逻辑与关键控制要求。 2. 协助开展采购基础工作，包括采购单据整理、价格信息收集、合同资料整理、供应商信息维护等，提升对采购流程及数据的理解。 3. 结合公司AI能力与数字化工具，参与采购领域AI应用场景梳理与落地，围绕价格对比、供应商分析、合同问答、流程辅助等方向推动AI应用。 4. 参与采购知识库建设，整理采购制度、流程规范、供应商管理规则及常见问题，提升采购信息获取效率。 5. 协助推进采购数据问答与分析能力建设，配合梳理价格体系、采购指标及数据口径，支持智能问数等应用场景。 6. 协助开展采购数据整理与基础分析工作，支持成本分析、供应商评估等工作。 7. 参与采购资料及合同档案整理归档，确保资料规范、完整、可追溯。 8. 配合推动采购条线AI工具的培训与推广，收集反馈并持续优化应用效果。 任职要求: 1. 本科及以上学历，供应链管理、物流管理、工商管理等相关专业优先，2026届毕业生优先。 2. 对采购流程有基础认知，对成本控制及供应商管理有基本理解。 3. 熟练使用Excel等办公软件，具备基础数据整理与分析能力。 4. 对业务流程优化及数字化有兴趣，愿意深入采购领域学习。 5. 对AI及大模型工具有兴趣，愿意探索AI在采购场景中的应用。 6. 具备良好的逻辑分析能力、责任心和执行力。 7. 具备良好的沟通能力和团队协作意识。 8. 有采购或供应链相关实习经验者优先。 9. 完成集团系统化专项培训后，派驻分子公司采购管理岗位深耕成长，重点打造具备采购管理能力与AI应用能力的复合型采购管理储备人才。
ai数据标注,上海微创软件股份有限公司,8000-14000元,北京·海淀·学院路,经验不限,本科,图像标注,语音标注,音频标注,,"职位描述 1.一本及以上学历,211/985/硕士优先,拥有电商、搜索经验优先,拥有两年以上互联网相关工作经验优先;2.对大模型能力有深入理解,对用户需求有清晰认知;具备独立思考能力,能从用户视角分析大模型回复的优势与不足,有A项目交付经验者优先?3.能准确理解业务诉求,对质量/数据变化敏锐,能通过独到的视角或科学的方法发现问题,推动业务指标达成和策略落地;4.具备扎实的逻辑思维能力与数据分析意识;积极主动,对A有激情,具备较强的团队协作能力、组织协调能力、5.复杂问题解决能力;乐于接受新理念,能够适应较快工作节奏,有很好的自我驱动性,对科技感兴趣愿意钻研。"
AI Agent 评测,北京捷科智诚科技有限公司上海分公司,8000-14000元,北京·朝阳,1-3年,本科,图像标注,语音标注,音频标注,,职位描述 外包阿里、外包阿里【工作职责】1、全链路评测质量监控:独立负责文本、VQA等评测项目的质量把控，通过打分、挑错，GSB对比等方式精准识别数据偏着与逻辑漏洞，确保交付结果高信度:质量分析与赋能:定期统计质检类(熟练运用Excel公式、图表进行基础分析)花可视化质盘报告，定位2、针对共性问题组织复盘培训，提升评测团队质量水位:4、跨团队协同闭环:与项目经理高效联动，及时反馈质量风险，参与评测方案评审确保质量要求贯穿项目全周期5、前沿能力拓展;跟踪大模型评测技术动态，探索语音、多态、Agent等新场景的质量控制方法，引入轻量工具或机制提升质检效率。【任职要求】1、1年及以上大模型评测或数据质检实操经验(硬性要求)，有专职评测项目质量控制经验者优先、具备扎实的文本理解、逻辑分析与审美判断力，能精准评估内容质量，适应对话文童等多场暴需求熟悉主流评测方法(打分、挑错、GSB等)4、熟练使用Omce(尤其EXC:el函数、数据透视表等)进行质量数据统计与趋势分析具备基础数据处理能力2、持续关注AI技术演进，学习能力强，能快速掌握新型评测场暴的质量控制要点3、具备扎实的文本理解、逻辑分析与审美判断力，能精准评估内容质量，适对话、文童等多场景需:LV充评测方法(打分、挑错、GSB等)4、熟练使用Ofice(尤其Excel函数、数据透视表等)进行质量数据统计与趋势分析，具备基础数据处理能力;持续关注AI
